,0,1,2,3,4,5,6,7,8,9,10
0,0.585804262727226,0.2114595324757509,0.6215547444939712,0.7984850429493149,0.2290563724522171,0.8179269932918763,0.5417364698401839,0.8926976287871503,0.9492970194628505,0.135830546969539,1.0
1,0.6864223841646401,0.3286964101816082,0.7951550672792903,0.3816420586541964,0.8577196298593035,0.6725602617795651,0.6441206240306262,0.9043727670452979,0.3066096064331958,0.1282736663727445,0.0
2,0.07935988246833281,0.3763506169768689,0.19121021051788956,0.5213391481407482,0.49328759958397306,0.16816415682124364,0.565720445802595,0.031236010222460142,0.2592457361236571,0.031511909431037655,0.0
3,0.7163018624855638,0.5922894805564478,0.2996619136669626,0.8186600728420074,0.28649774909570724,0.38113487907139465,0.6792435104414066,0.6650652514565312,0.8372715193776313,0.7084691215979283,1.0
4,0.5390974236578958,0.42998088277853597,0.8277310649587366,0.680511979598064,0.686244720978905,0.48785213289054585,0.28720501282463906,0.09826447077216804,0.2999698412846973,0.7996180951189014,0.0
5,0.8679629949262267,0.6655876827270446,0.2863456189679475,0.2561547550488831,0.873827540419222,0.4980718482675768,0.6768046676399554,0.7992853994015384,0.7781290104342401,0.9629698723508119,1.0
6,0.07795872089348188,0.5757001119127765,0.6484419055068507,0.5376009078500168,0.7641206076851249,0.5519496621492896,0.957442684770001,0.2770632177429212,0.38558679210241353,0.3309643354870535,1.0
7,0.7311095863531722,0.8509140922378163,0.423899759572674,0.5463480988737975,0.22314571392539562,0.7743969304697054,0.33884846444183836,0.3815304322732471,0.24764969249444058,0.45490480248820686,1.0
8,0.45385905224660916,0.08232257913959284,0.4442594807381023,0.025404242498098584,0.9715503097647213,0.29393949778758244,0.22587245060558858,0.34053269896201643,0.95211830065056,0.3707276539855874,1.0
9,0.5781415561286638,0.30832449367331993,0.09360859385471842,0.3657436461127318,0.39519933605471436,0.6026623964153305,0.19333462183316485,0.6305188230885972,0.33373765635939523,0.5042070573694908,0.0
10,0.8716937604958731,0.005460932558224774,0.8284891748822741,0.15967587516581272,0.8854075429819473,0.3842630250505986,0.4289431191346478,0.47460981994025886,0.3316509057392929,0.5482386704846782,1.0
11,0.39161973621201274,0.9155778603853993,0.7295101831046485,0.42613669864538395,0.28090804851392226,0.9956578248895592,0.7915924465984284,0.6960419427017929,0.6238689781309635,0.28747775269750253,1.0
12,0.4182620009917216,0.5661163306976841,0.9997353275862187,0.10083654680209286,0.945607856417589,0.2329193896744215,0.1392785846598965,0.9006003725088866,0.8523628633425298,0.8008149695205444,1.0
13,0.12330433737715374,0.07663539106232609,0.3661292010536058,0.6550634256925827,0.42198043347269165,0.8630703491046658,0.7992918869022367,0.5457888746551477,0.3997997537465513,0.566175093625129,0.0
14,0.9525583707817491,0.0011751184900631317,0.14911986175277536,0.47387475771628407,0.2621306609719599,0.7859152376822067,0.10070924908787349,0.0947452273239281,0.9153743850923224,0.6562196169560626,1.0
15,0.21881527431911652,0.7625796042249644,0.17651355001017155,0.08210141242397706,0.4794950531337784,0.6652479972656086,0.20499460547500314,0.5935052860483171,0.9735183858623062,0.752864984319127,0.0
16,0.5759994896190525,0.40304590434009313,0.9160612122837142,0.44197432063870323,0.2931948062459029,0.681061592010278,0.978222059753435,0.34499237950362627,0.736922570138315,0.8923270796601293,1.0
17,0.14298020059877747,0.9851592781567846,0.43899439945689767,0.5653658745553057,0.7589679299839727,0.36136730933967376,0.8024928964253182,0.27643187135093816,0.4000253017653199,0.3730640037525804,0.0
18,0.2856780381870472,0.10568738269562028,0.4000532716488151,0.5661650637212725,0.004951850999386331,0.3868860334297247,0.7953433074316321,0.01611701332311266,0.9531215097375283,0.6931335348178465,0.0
